ID,caption,situation
3814,A photo of a Japanese woman wearing a white graphic t-shirt with a pleated navy blue mini skirt. She is accessorized with a red handbag and white sneakers with matching socks. The overall style is preppy and casual with a touch of youthful energy.,outfit for a spring cherry blossom picnic at Ueno Park
3815,"A photo of a Japanese woman wearing a beige leopard print cardigan over a white top and a short brown skirt. She is also wearing black platform heels and white socks, creating a trendy and playful street style look. The outfit incorporates animal print and a mix of textures for a fashionable ensemble.",outfit for strolling through Harajuku Cat Street on a sunny spring afternoon checking out a vintage denim pop up
3816,"A photo of a Japanese woman wearing a light wash denim jacket over a cream-colored turtleneck sweater and a long black maxi skirt. She is accessorizing with a small black shoulder bag and black leather boots, creating a casual and comfortable style. The outfit features classic denim and soft knit textures, resulting in a relaxed and effortlessly chic look.",outfit for a leisurely stroll through Kyoto autumn leaf streets in mid October
3817,"A photo of a Japanese woman wearing a dark blue, lace-detailed cardigan over a neutral-toned crop top, paired with high-waisted, patchwork-design dark wash jeans and black boots. The outfit showcases a trendy, street-style aesthetic with a mix of textures and a relaxed fit.",outfit for a casual afternoon coffee meetup at a popular cafe in Shimokitazawa
3818,"A photo of a Japanese woman wearing a cozy, cream and black textured knit cardigan over a black top and wide-leg black trousers. She is also wearing black platform shoes and delicate gold jewelry, completing a relaxed and chic street style look.",outfit for a relaxed afternoon coffee with friends at a trendy café in shibuya while admiring the autumn leaves
3819,A photo of a Japanese woman wearing a cream-colored hoodie layered under a black puffer vest with light-wash denim jeans and black sneakers. She accessorizes with a gray cap and carries a black tote bag with white lettering. The outfit presents a casual and comfortable street style.,outfit for a casual stroll through Harajuku on a mild spring day and stopping at a crepe stand before heading home
3820,A photo of a Japanese woman wearing a cream-colored lace long-sleeve shirt paired with wide-leg black trousers and black chunky boots. She is carrying a black tote bag adorned with a colorful charm. The outfit presents a modern and relaxed aesthetic with a touch of feminine detail from the lace top.,outfit for attending a morning team meeting in a sleek Tokyo office after the autumn rain
3821,"A photo of a Japanese woman wearing a black peplum top with a V-neck and a flowing, pleated black maxi skirt. She is also carrying a black shoulder bag and wearing black loafers, creating a sophisticated and minimalist style.",outfit for attending a corporate quarterly review meeting at a Tokyo office in autumn
3822,"A photo of a Japanese woman wearing a black oversized collared jacket over a light blue denim top paired with grey wide-leg sweatpants and black sneakers. She is carrying a small black handbag, creating a relaxed and casual street style look.",outfit for a casual walk through Shibuya at sunset
3823,"A photo of a Japanese woman wearing a light beige, sheer, puff-sleeved blouse with dark wash, high-waisted, wide-leg jeans and cream-colored loafers. She is also carrying a brown shoulder bag and holding a drink. The overall style is casual and chic with a focus on comfortable silhouettes and neutral tones.",outfit for a relaxed weekend stroll through yoyogi park in late spring carrying a latte and a brown bag
3824,A photo of a Japanese woman wearing a white lace-trimmed top and wide-leg olive green pants. She is also carrying a brown shoulder bag and black platform shoes. The outfit has a vintage and slightly grunge aesthetic with a focus on comfortable and relaxed silhouettes.,outfit for a relaxed stroll through a Tokyo park during cherry blossom season
3825,"A photo of a Japanese woman wearing a black long-sleeve crop top with ruched detailing, paired with wide-leg black denim pants featuring white vertical stripes. She accessorizes with a black baseball cap, a silver chain necklace, and a black shoulder bag. Completing the look are chunky black sneakers, showcasing a modern and edgy street style.",outfit for casual hangout at Shibuya skate park with friends after school
3826,"A photo of a Japanese woman wearing a light gray polka-dot layered dress over light blue cargo pants and silver platform sneakers. She accessorizes with a red shoulder bag, black sunglasses, and a black Supreme baseball cap. The outfit embodies a playful and trendy street style with a mix of textures and casual elements.",outfit for a Saturday morning coffee date with friends at a trendy café in Shimokitazawa strolling through the neighborhood
3827,"A photo of a Japanese woman wearing a monochrome outfit featuring a black oversized blazer and wide-leg trousers. She pairs the suit with a black baseball cap and pointed black boots, accessorizing with a silver belt. The overall style is modern and effortlessly chic with a focus on relaxed silhouettes.",outfit for a Tokyo Roppongi district after work networking event
3828,"A photo of a Japanese woman wearing a white asymmetrical dress layered under a black lace cropped cardigan, paired with dark-wash flared jeans and black loafers. She is accessorizing with a brown leather shoulder bag and delicate silver jewelry, creating a bohemian-chic aesthetic.",outfit for relaxed weekend brunch at a garden café in arashiyama sipping green tea and strolling through bamboo groves
3829,"A photo of a Japanese woman wearing a relaxed, street-style outfit. She is styled in a dark wash denim jacket over a white mini dress, paired with black leggings and chunky white and gold sneakers. A neutral beige tote bag and a green baseball cap complete the look with white socks and round glasses adding to the casual aesthetic.",outfit for a leisurely stroll through Shimokitazawa backstreets grabbing coffee
3830,"A photo of a Japanese woman wearing a lavender t-shirt layered under a black, oversized puffer jacket and a sheer black mini skirt. She is accessorizing with a silver crossbody bag and light-colored socks paired with metallic silver platform sneakers. The overall style appears to be a trendy and edgy street fashion look.",outfit for a winter evening strolling through the neon lit streets of Shibuya after a karaoke night
